season,team_name,teamId_mean,teamId_std,opponentTeamId_mean,opponentTeamId_std,home_mean,home_std,win_mean,win_std,teamScore_mean,teamScore_std,opponentScore_mean,opponentScore_std,assists_mean,assists_std,blocks_mean,blocks_std,steals_mean,steals_std,fieldGoalsAttempted_mean,fieldGoalsAttempted_std,fieldGoalsMade_mean,fieldGoalsMade_std,fieldGoalsPercentage_mean,fieldGoalsPercentage_std,threePointersAttempted_mean,threePointersAttempted_std,threePointersMade_mean,threePointersMade_std,threePointersPercentage_mean,threePointersPercentage_std,freeThrowsAttempted_mean,freeThrowsAttempted_std,freeThrowsMade_mean,freeThrowsMade_std,freeThrowsPercentage_mean,freeThrowsPercentage_std,reboundsDefensive_mean,reboundsDefensive_std,reboundsOffensive_mean,reboundsOffensive_std,reboundsTotal_mean,reboundsTotal_std,foulsPersonal_mean,foulsPersonal_std,turnovers_mean,turnovers_std,plusMinusPoints_mean,plusMinusPoints_std,numMinutes_mean,numMinutes_std,q1Points_mean,q1Points_std,q2Points_mean,q2Points_std,q3Points_mean,q3Points_std,q4Points_mean,q4Points_std,benchPoints_mean,benchPoints_std,biggestLead_mean,biggestLead_std,biggestScoringRun_mean,biggestScoringRun_std,leadChanges_mean,leadChanges_std,pointsFastBreak_mean,pointsFastBreak_std,pointsFromTurnovers_mean,pointsFromTurnovers_std,pointsInThePaint_mean,pointsInThePaint_std,pointsSecondChance_mean,pointsSecondChance_std,timesTied_mean,timesTied_std,timeoutsRemaining_mean,timeoutsRemaining_std,seasonWins_mean,seasonWins_std,seasonLosses_mean,seasonLosses_std,coachId_mean,coachId_std,games_played_mean,games_played_std,wins_mean,wins_std,win_pct_mean,win_pct_std,opp_win_pct_mean,opp_win_pct_std,win_pct,win_pct_rank
2025.0,Atlanta Hawks,1610612737.0,0.0,1610612753.5714285,7.785823498025953,0.5714285714285714,0.5345224838248488,0.42857142857142855,0.5345224838248488,114.0,7.211102550927979,121.57142857142857,10.627905765125172,26.714285714285715,3.5456210417116725,6.428571428571429,3.909694909544003,8.571428571428571,2.9920529661723827,91.0,8.185352771872449,40.0,3.055050463303893,0.4423657770800628,0.051058813971458734,38.142857142857146,7.798046153333784,11.428571428571429,3.047247001100221,0.29944606413994174,0.051625795340036945,29.571428571428573,7.207800007795788,22.571428571428573,6.399404734221845,0.7592380952380952,0.0826388201947161,32.714285714285715,6.421689437998014,12.0,4.320493798938574,46.0,8.020806277010642,25.0,4.47213595499958,16.285714285714285,2.2146697055682836,-7.333333333333333,12.192894105447921,248.45428571428573,14.679621767542084,29.142857142857142,5.01426536422407,28.428571428571427,5.940177967511941,25.714285714285715,1.889822365046136,28.285714285714285,4.6084807950229365,45.714285714285715,15.085470777255463,6.285714285714286,6.524678426668135,8.428571428571429,3.2071349029490928,7.0,6.137317546507322,12.142857142857142,3.023715784073818,22.285714285714285,4.0708019567928595,52.857142857142854,12.157694016939386,14.142857142857142,4.845223470201398,7.142857142857143,4.810702354423639,0.8571428571428571,0.6900655593423543,1.0,0.816496580927726,1.2857142857142858,0.48795003647426655,,,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Boston Celtics,1610612738.0,0.0,1610612755.1666667,8.95358404725858,0.5,0.5477225575051662,0.5,0.5477225575051661,114.16666666666667,14.743360087397537,107.83333333333333,4.833908011812664,22.333333333333332,4.226897995772628,7.333333333333333,3.444802848737017,10.333333333333334,2.338090388900024,87.5,5.7532599454570095,39.0,3.162277660168379,0.44716666666666666,0.045137198258937895,45.833333333333336,5.7067211835402185,14.0,2.9664793948382653,0.30516666666666664,0.05524279741890944,27.0,8.648699324175862,22.166666666666668,7.782458908768273,0.8145000000000001,0.10139181426525518,34.833333333333336,4.4907311951024935,13.5,4.183300132670378,48.333333333333336,7.527726527090809,26.5,4.03732584763727,17.666666666666668,6.186005711819758,6.333333333333333,15.18771433319269,240.0,0.0,30.5,3.0166206257996713,27.5,9.22496612459905,28.333333333333332,5.278888771954441,27.833333333333332,6.585337247754792,43.833333333333336,21.674101288557885,21.166666666666668,11.426577206962138,13.5,3.7815340802378077,5.666666666666667,4.589843860815602,12.166666666666666,5.382068994974579,22.5,11.148990985734986,45.0,6.54217089351845,17.166666666666668,6.493586579592719,4.0,3.03315017762062,0.5,0.5477225575051661,1.1666666666666667,1.1690451944500122,1.0,0.6324555320336759,,,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Brooklyn Nets,1610612751.0,0.0,1342185632.0,657509485.9429924,0.5,0.5477225575051662,0.3333333333333333,0.5163977794943223,119.33333333333333,6.282250127674532,119.16666666666667,18.23641046551285,27.5,2.588435821108957,2.5,1.6431676725154984,7.833333333333333,2.0412414523193148,86.33333333333333,5.609515724790036,42.166666666666664,5.344779384283946,0.4875,0.042931340533461086,38.666666666666664,5.27888877195444,16.0,2.0,0.417,0.04816222586218372,25.5,12.30853362509117,19.0,10.13903348450926,0.7541666666666668,0.16331493093611085,30.5,3.987480407475377,13.0,2.0,43.5,5.282045058497704,27.0,2.9664793948382653,21.166666666666668,6.013872850889571,0.16666666666666666,18.37842938519684,244.16666666666666,10.206207261596575,29.666666666666668,6.4394616752230665,29.833333333333332,3.600925806881705,29.666666666666668,8.57126983980009,29.166666666666668,7.440878084384037,58.166666666666664,10.53407170407847,11.666666666666666,16.64531966249572,9.666666666666666,1.3662601021279466,4.833333333333333,3.65604522218567,10.0,5.513619500836088,18.5,5.089204259999788,46.666666666666664,9.266426855410161,19.666666666666668,4.88535225614967,4.5,2.8809720581775866,0.5,0.5477225575051662,1.0,0.8944271909999159,1.1666666666666667,0.752772652709081,,,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Charlotte Hornets,1610612766.0,0.0,1610612754.7142856,7.158079023673024,0.42857142857142855,0.5345224838248488,0.42857142857142855,0.5345224838248488,122.85714285714286,13.04388198132968,120.57142857142857,7.546680127869535,28.142857142857142,5.241773600241666,3.4285714285714284,0.9759000729485332,7.285714285714286,2.2886885410853175,91.57142857142857,5.191568255583371,43.0,5.32290647422377,0.4697142857142857,0.05098272349765257,43.142857142857146,5.520524474738833,16.285714285714285,1.889822365046136,0.3814285714285714,0.055874434054873266,28.285714285714285,4.270608298368658,20.571428571428573,4.27617987059879,0.7231428571428572,0.07116747518220332,35.0,3.0,14.142857142857142,2.6726124191242437,49.142857142857146,5.209880722517276,20.0,5.627314338711377,18.285714285714285,3.728908942943218,2.2857142857142856,16.829678999853066,240.0,0.0,30.571428571428573,6.1334368521284715,30.857142857142858,4.980915960897534,34.714285714285715,5.468524655221176,26.714285714285715,4.347960660443228,46.714285714285715,10.96531327587567,11.857142857142858,11.305287427107894,11.0,3.872983346207417,5.142857142857143,3.8047589248453675,12.428571428571429,6.347102826149446,19.571428571428573,5.711308748355986,48.857142857142854,9.15475416434127,17.857142857142858,2.6095064302514777,3.857142857142857,2.6726124191242437,0.42857142857142855,0.5345224838248488,1.0,0.816496580927726,1.5714285714285714,0.9759000729485331,,,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Chicago Bulls,1610612741.0,0.0,1610612748.2857144,9.17813132924796,0.5714285714285714,0.5345224838248488,0.7142857142857143,0.4879500364742666,118.0,4.96655480858378,115.57142857142857,9.710083124552245,30.0,2.0,5.285714285714286,2.984084768360628,8.857142857142858,3.760699023168052,88.0,7.745966692414832,41.714285714285715,2.4299715851758235,0.47585714285714287,0.03035582630198347,37.285714285714285,6.26403186758299,11.857142857142858,1.4638501094228,0.323,0.044951826065986085,30.857142857142858,2.734262327610589,22.714285714285715,2.563479777846623,0.7378571428571429,0.07117918368790267,37.57142857142857,3.0472470011002217,11.142857142857142,3.338091841585121,48.714285714285715,4.535573676110726,24.142857142857142,4.947341758580104,17.571428571428573,4.790864322059324,2.4285714285714284,6.948792289723034,240.0,0.0,29.428571428571427,3.2071349029490923,27.571428571428573,5.623081683476386,30.0,3.872983346207417,31.0,6.218252702059211,59.57142857142857,13.46423834777572,10.0,7.0,10.857142857142858,1.864454471471609,7.142857142857143,5.984105932344765,18.857142857142858,8.858678822273133,19.0,7.702813338860896,56.57142857142857,7.367883976130072,14.0,5.196152422706632,6.285714285714286,3.773340063934768,0.42857142857142855,0.5345224838248488,1.8571428571428572,0.6900655593423543,0.7142857142857143,0.9511897312113418,,,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Cleveland Cavaliers,1610612739.0,0.0,1610612748.0,10.119288529031378,0.3333333333333333,0.5163977794943223,0.3333333333333333,0.5163977794943222,116.0,8.390470785361213,119.66666666666667,12.209286083414815,27.166666666666668,4.622409184253019,5.833333333333333,3.371448748930742,13.0,3.794733192202055,89.83333333333333,7.277820186475253,40.166666666666664,3.3714487489307428,0.45083333333333336,0.062425689156521684,45.5,7.341661937191061,16.166666666666668,2.48327740429189,0.3655,0.08384449892509348,28.333333333333332,6.408327915038889,19.5,5.244044240850759,0.6831666666666667,0.056439052673363244,27.833333333333332,5.7067211835402185,11.166666666666666,5.671566509057851,39.0,6.811754546370561,24.166666666666668,4.5789372857319925,16.666666666666668,1.5055453054181624,-3.6666666666666665,16.536827587740845,240.0,0.0,30.833333333333332,9.239408350466315,23.333333333333332,5.819507424745384,34.166666666666664,7.808115436305145,27.666666666666668,4.4121045620731465,48.166666666666664,18.08221962776325,12.333333333333334,9.309493362512628,10.666666666666666,1.5055453054181618,4.666666666666667,3.777124126457412,18.333333333333332,6.531972647421808,23.833333333333332,6.705718952257594,41.0,7.6681158050723255,14.666666666666666,6.282250127674532,3.8333333333333335,3.1885210782848317,0.16666666666666666,0.408248290463863,0.3333333333333333,0.5163977794943222,1.8333333333333333,0.983192080250175,,,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Dallas Mavericks,1610612742.0,0.0,1610612759.6666667,6.713171158641871,0.6666666666666666,0.5163977794943222,0.5,0.5477225575051661,109.33333333333333,10.191499726078916,107.66666666666667,14.96217453001624,26.833333333333332,4.665476038590989,6.666666666666667,3.7237973450050514,9.333333333333334,4.226897995772629,87.5,4.764451699828637,38.5,5.958187643906492,0.43933333333333335,0.057381762491811504,33.5,10.8397416943394,10.666666666666666,2.2509257354845507,0.33,0.05789991364414977,27.333333333333332,3.777124126457412,21.666666666666668,4.457203906785808,0.7866666666666667,0.07446789017198398,37.666666666666664,6.742897497861485,9.833333333333334,4.4907311951024935,47.5,9.648834126463155,19.333333333333332,2.9439202887759484,15.833333333333334,4.875106836436168,1.6666666666666667,21.796024102268436,240.0,0.0,31.0,2.2803508501982757,26.0,7.37563556583431,24.833333333333332,5.492419017761361,27.5,5.683308895353129,52.0,19.51409746824075,16.833333333333332,11.373946837693003,12.666666666666666,5.202563470700446,5.5,4.679743582719036,21.0,9.879271228182775,21.833333333333332,9.558591249063152,47.0,14.014278433083883,12.666666666666666,2.3380903889000244,3.3333333333333335,1.8618986725025255,0.8333333333333334,0.408248290463863,1.1666666666666667,1.1690451944500122,1.0,0.6324555320336759,,,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Denver Nuggets,1610612743.0,0.0,1610612751.142857,7.967194623005862,0.42857142857142855,0.5345224838248488,0.5714285714285714,0.5345224838248488,115.57142857142857,15.349887544182453,112.42857142857143,15.862504456076525,26.285714285714285,3.9880774697543058,3.4285714285714284,1.8126539343499315,9.714285714285714,2.690370836538197,82.71428571428571,9.340133577101307,40.285714285714285,5.822779568622009,0.49014285714285716,0.0704424790672706,35.42857142857143,6.8033605141660916,12.571428571428571,3.3594217189442417,0.35285714285714287,0.050818069527247794,27.714285714285715,11.912378515844848,22.428571428571427,11.801936887041647,0.7865714285714286,0.13723320436742847,33.714285714285715,4.423960733486291,8.857142857142858,1.7728105208558371,42.57142857142857,4.157609203101499,22.571428571428573,2.699206232527312,16.0,7.000000000000001,3.142857142857143,10.714920616109286,243.57142857142858,9.44911182523068,30.857142857142858,5.209880722517277,33.857142857142854,4.450789122113494,24.285714285714285,8.077010290825141,25.0,7.54983443527075,44.142857142857146,12.720437249148466,14.857142857142858,8.454359258760563,11.142857142857142,3.3380918415851206,7.285714285714286,7.565586245499766,16.428571428571427,5.31843156256751,18.142857142857142,5.984105932344765,47.42857142857143,11.872336794093274,14.142857142857142,4.8452234702013985,5.0,5.131601439446885,0.5714285714285714,0.5345224838248488,1.4285714285714286,1.2724180205607034,1.1428571428571428,0.3779644730092272,,,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Detroit Pistons,1610612765.0,0.0,1610612750.1666667,10.888832234650991,0.16666666666666666,0.408248290463863,0.5,0.5477225575051661,114.0,9.338094023943002,111.83333333333333,7.305249254246338,27.5,4.54972526643093,8.166666666666666,3.430257521916783,10.0,3.03315017762062,86.66666666666667,8.041558721209878,41.833333333333336,4.875106836436168,0.48300000000000004,0.040875420487133836,32.5,6.9498201415576215,11.666666666666666,3.8297084310253524,0.35233333333333333,0.05291376632471616,27.666666666666668,7.420691791650335,18.666666666666668,4.0824829046386295,0.6863333333333334,0.0741583890511833,32.833333333333336,4.020779360604939,12.666666666666666,3.141125063837266,45.5,5.504543577809154,27.5,2.664582518894845,16.833333333333332,5.307227776030219,2.1666666666666665,14.565942010960592,240.0,0.0,27.666666666666668,5.125101625008685,34.333333333333336,9.266426855410161,25.0,6.928203230275509,27.0,4.09878030638384,52.333333333333336,10.595596569644705,12.666666666666666,9.157874571463985,10.333333333333334,4.320493798938574,9.166666666666666,9.108603991099113,15.5,6.252999280345393,20.333333333333332,4.226897995772629,55.0,9.612491872558332,15.666666666666666,8.189424074174365,7.0,5.176871642217914,0.5,0.5477225575051661,1.0,0.6324555320336759,1.1666666666666667,0.752772652709081,,,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Golden State Warriors,1610612744.0,0.0,1610612750.125,5.841660724595992,0.5,0.5345224838248488,0.625,0.5175491695067657,119.0,10.37854930682924,118.5,13.071233409940428,29.375,4.0333431719675366,3.875,1.3562026818605373,10.25,1.6690459207925603,86.75,6.584614100852295,41.125,5.303300858899106,0.472875,0.03340418066222079,44.0,3.8544964466377256,16.75,1.6690459207925603,0.38225,0.04122325973109287,25.0,11.071198154284321,20.0,9.516902257112267,0.786875,0.056554493316497034,32.375,6.41287766919033,9.875,1.2464234547582256,42.25,6.453127702351562,22.625,3.7008686239082538,19.5,5.477225575051661,0.5,10.63686312513502,243.125,8.838834764831844,25.875,3.6030740843261686,28.625,4.808846015417836,33.625,5.878228596147944,28.75,11.348379368249647,52.375,18.157544673535256,9.75,7.573449864965296,10.5,2.9760952365713798,5.5,3.1622776601683795,18.25,5.365231988061121,23.25,3.654742515847438,45.0,11.513966674062791,13.375,3.77728171346236,5.125,3.181980515339464,0.5,0.5345224838248488,2.0,0.7559289460184545,0.625,0.7440238091428449,,,8.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Houston Rockets,1610612745.0,0.0,1610612750.1666667,13.467244192799937,0.5,0.5477225575051662,0.6666666666666666,0.5163977794943222,126.66666666666667,10.03327796219494,120.5,6.862943974709396,24.833333333333332,5.845225972250061,5.333333333333333,1.7511900715418263,10.333333333333334,4.412104562073146,91.5,7.476630257007497,42.833333333333336,6.7946057035465035,0.4665802469135802,0.049597693797145695,35.5,8.432081593533118,13.0,3.286335345030997,0.3721274509803922,0.0657299541630688,33.5,7.556454194925025,28.0,5.059644256269407,0.8425238095238096,0.058834785397663486,33.5,4.969909455915671,14.833333333333334,3.65604522218567,50.166666666666664,7.521081482517436,20.166666666666668,6.431692364119002,16.166666666666668,3.8166302763912916,5.6,9.44986772394196,247.015,21.29463195267765,27.833333333333332,4.070217029430577,32.833333333333336,8.035338615557324,33.166666666666664,7.386925386564201,29.5,5.089204259999788,42.666666666666664,20.274779078122325,14.0,4.427188724235731,9.333333333333334,2.9439202887759484,11.5,6.284902544988268,15.833333333333334,12.139467313958495,22.666666666666668,9.070097390142328,49.666666666666664,11.201190412927845,18.0,8.024961059095553,7.833333333333333,3.65604522218567,0.8333333333333334,0.752772652709081,1.6666666666666667,1.632993161855452,0.5,0.8366600265340756,,,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Indiana Pacers,1610612754.0,0.0,1610612758.5,4.415880449361276,0.5,0.5477225575051661,0.3333333333333333,0.5163977794943223,116.83333333333333,14.797522315126496,126.83333333333333,13.905634349668004,26.5,4.230839160261236,5.166666666666667,1.4719601443879746,8.333333333333334,3.8297084310253524,91.66666666666667,8.140434058861153,40.833333333333336,3.970726214015097,0.446,0.03172380809423733,43.666666666666664,3.0110906108363227,15.0,3.5777087639996634,0.3455,0.08729891179161399,25.833333333333332,9.389710680668848,20.166666666666668,6.6758270399005,0.7919999999999999,0.07275713023477497,34.333333333333336,7.991662321861871,12.5,2.8106938645110393,46.833333333333336,7.222649560006816,28.333333333333332,5.853773711604051,19.166666666666668,4.792355023020171,-10.0,16.637307474468336,252.5,20.916500663351894,28.5,5.39444158370447,30.666666666666668,5.125101625008686,29.333333333333332,2.422120283277993,22.833333333333332,8.352644291879468,58.666666666666664,20.66559136987535,11.333333333333334,10.911767348448494,10.666666666666666,2.9439202887759492,8.0,5.727128425310541,20.0,4.560701700396552,20.333333333333332,8.824209124146293,44.666666666666664,10.782702196883056,15.166666666666666,4.167333280008532,8.5,5.75325994545701,0.5,0.5477225575051661,1.1666666666666667,0.983192080250175,1.0,0.8944271909999159,,,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Jerusalem B.C.,50014.0,,1610612751.0,,0.0,,0.0,,88.0,,123.0,,18.0,,2.0,,10.0,,77.0,,28.0,,0.364,,29.0,,6.0,,0.207,,37.0,,26.0,,0.703,,25.0,,13.0,,38.0,,17.0,,13.0,,-35.0,,240.0,,22.0,,23.0,,21.0,,22.0,,33.0,,2.0,,5.0,,1.0,,6.0,,8.0,,34.0,,10.0,,2.0,,1.0,,0.0,,1.0,,,,1.0,,0.0,,0.0,,,,0.0,1.0
2025.0,LA Clippers,1610612746.0,0.0,1342179796.8333333,657523771.7754205,0.5,0.5477225575051662,0.6666666666666666,0.5163977794943223,114.66666666666667,17.500476183997584,103.66666666666667,13.291601358251258,30.166666666666668,6.5243135015621885,5.666666666666667,2.250925735484551,9.5,1.8708286933869707,81.83333333333333,5.344779384283945,41.833333333333336,6.369196704975179,0.5123333333333333,0.08066639118410261,36.5,6.442049363362562,13.166666666666666,4.875106836436169,0.36400000000000005,0.130301189557118,24.166666666666668,2.48327740429189,17.833333333333332,3.060501048303475,0.7361666666666666,0.08091332811512984,32.833333333333336,4.875106836436168,11.166666666666666,3.430257521916783,44.0,4.049691346263317,18.833333333333332,5.307227776030219,16.0,2.9664793948382653,11.0,24.698178070456937,240.0,0.0,29.166666666666668,5.7067211835402185,30.166666666666668,7.9603182515943836,31.833333333333332,9.683318990236078,23.5,4.969909455915671,61.166666666666664,23.232879000818357,21.666666666666668,18.661904154363956,11.0,2.8284271247461903,6.666666666666667,7.447594690010102,16.833333333333332,7.67897562612792,22.833333333333332,4.665476038590989,49.333333333333336,7.004760286167305,13.833333333333334,6.911343333004567,4.833333333333333,4.915960401250875,1.0,0.0,1.3333333333333333,1.0327955589886444,0.8333333333333334,0.408248290463863,,,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Loong-Lions,15018.0,0.0,1610612751.6666667,6.658328085655783,0.0,0.0,0.0,0.0,85.66666666666667,10.692676621563626,131.66666666666666,11.676186592091327,16.333333333333332,4.618802153517007,2.6666666666666665,2.0816659994661326,9.666666666666666,2.5166114784235836,74.33333333333333,2.516611478423585,27.0,2.6457513110645907,0.3626666666666667,0.02569695182961068,34.0,3.0,10.333333333333334,5.033222956847166,0.2966666666666667,0.12427523217976032,26.0,3.4641016151377544,21.333333333333332,2.5166114784235827,0.8223333333333334,0.045785732857881956,20.0,1.0,6.666666666666667,3.055050463303893,26.666666666666668,2.886751345948128,22.0,5.291502622129181,19.666666666666668,1.5275252316519465,-46.0,14.52583904633395,240.0,0.0,24.0,5.291502622129181,24.333333333333332,9.073771725877465,16.333333333333332,9.71253485622231,21.0,4.358898943540674,35.333333333333336,1.1547005383792526,1.3333333333333333,1.1547005383792517,5.666666666666667,1.1547005383792515,2.6666666666666665,3.7859388972001824,7.0,2.0,17.333333333333332,3.785938897200183,22.666666666666668,10.263202878893768,8.0,3.4641016151377544,3.0,1.0,0.6666666666666666,0.5773502691896258,0.0,0.0,2.0,1.0,,,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Los Angeles Lakers,1610612747.0,0.0,1610612749.25,6.58461409503308,0.75,0.4629100498862757,0.25,0.46291004988627577,107.625,15.828884086649047,113.75,5.77556428906673,22.75,6.065122775815365,4.75,2.6049403612586386,7.625,2.2638462845343543,80.5,4.598136268408879,37.125,6.957780844904091,0.46187500000000004,0.09202862520511136,34.25,5.470701182533318,11.25,3.24037034920393,0.331625,0.09090330419894381,29.25,5.800246300189083,22.125,5.249149590988185,0.75425,0.06565439817712136,31.5,4.27617987059879,10.0,2.6186146828319083,41.5,5.3718844791323335,19.625,3.997767233987349,16.625,4.657942525560891,-6.125,15.037453241822567,240.0,0.0,29.25,7.025463889106743,30.375,4.033343171967536,25.125,7.395703385846986,22.875,8.288330867637256,34.625,15.864943383807855,12.625,8.348438690643214,9.375,1.7677669529663689,4.375,3.543101950067402,10.25,4.39967531269557,15.5,5.855400437691199,43.75,13.155661464610152,12.75,5.548487567410986,4.125,2.850438562747845,0.5,0.5345224838248488,0.625,0.5175491695067657,2.375,1.5059406173077154,,,8.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
2025.0,Memphis Grizzlies,1610612763.0,0.0,1610612749.5,11.439280709803393,0.75,0.4629100498862757,0.375,0.5175491695067657,119.75,11.889371003427513,126.5,13.887301496588274,25.375,4.808846015417838,5.0,3.1622776601683795,7.875,2.587745847533828,89.625,6.232117273791126,39.375,4.533604683755678,0.440625,0.053689417685690834,44.25,7.796519369931321,15.75,5.994044663544928,0.350875,0.10339306069558055,33.0,11.032419757890183,25.25,8.345229603962801,0.770875,0.06844066773490744,31.875,6.424006315599102,11.75,2.815771906346718,43.625,6.926914382114366,24.875,3.9798600118956093,15.75,5.496752287877426,-6.75,20.817231873069552,240.0,0.0,28.125,6.151364540838538,27.75,5.849297882163784,31.375,8.192984804086969,32.5,6.324555320336759,56.25,15.322718893385543,11.25,10.593124454771864,11.625,3.543101950067402,6.0,5.042675027063654,15.75,4.334248987508019,19.75,7.206148168652337,42.75,11.853269591129695,13.875,5.718079098038832,4.5,3.6645015252516173,0.875,0.3535533905932738,0.625,0.7440238091428449,2.0,1.5118578920369088,,,8.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0
